门店名称,顾客ID,顾客年龄,顾客性别,数据生成时间,摄像头ID,摄像头名称,捕捉区域名称
唯品会长春门店,181157,27,女,2018/12/22 19:32,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:32,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:32,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:32,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:32,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,134293,35,男,2018/12/22 19:32,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181157,27,女,2018/12/22 19:32,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,132369,29,男,2018/12/22 19:32,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,160198,43,女,2018/12/22 19:32,1.37899E+11,摄像机3,南门出门
唯品会长春门店,181250,42,男,2018/12/22 19:32,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181250,42,男,2018/12/22 19:31,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181249,29,女,2018/12/22 19:31,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181250,42,男,2018/12/22 19:31,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181251,23,女,2018/12/22 19:31,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181249,29,女,2018/12/22 19:31,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181249,29,女,2018/12/22 19:31,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181249,29,女,2018/12/22 19:31,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181249,29,女,2018/12/22 19:31,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181230,30,女,2018/12/22 19:31,1.37899E+11,摄像机2,南门进门
唯品会长春门店,146011,49,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,146789,32,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,146789,32,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181244,30,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181246,27,女,2018/12/22 19:31,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181244,30,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181244,30,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181241,30,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,134293,35,男,2018/12/22 19:31,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181240,29,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181241,30,女,2018/12/22 19:31,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181239,31,男,2018/12/22 19:31,1.37899E+11,摄像机1,南门进门
唯品会长春门店,181239,31,男,2018/12/22 19:31,1.37899E+11,摄像机1,南门进门
唯品会长春门店,132369,29,男,2018/12/22 19:31,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181223,30,男,2018/12/22 19:31,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181225,21,女,2018/12/22 19:31,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181236,31,男,2018/12/22 19:30,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,133426,14,男,2018/12/22 19:30,1.37899E+11,摄像机12,收银台
唯品会长春门店,181235,29,男,2018/12/22 19:30,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181235,29,男,2018/12/22 19:30,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181234,28,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181234,28,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181232,36,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181232,36,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181225,21,女,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181157,27,女,2018/12/22 19:30,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181223,30,男,2018/12/22 19:30,1.37899E+11,摄像机8,西门出门
唯品会长春门店,181225,21,女,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181223,30,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181225,21,女,2018/12/22 19:30,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181230,30,女,2018/12/22 19:30,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181225,21,女,2018/12/22 19:30,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181228,37,男,2018/12/22 19:30,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181211,26,女,2018/12/22 19:30,1.37899E+11,摄像机3,南门出门
唯品会长春门店,181223,30,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181225,21,女,2018/12/22 19:30,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181225,21,女,2018/12/22 19:30,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181223,30,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181225,21,女,2018/12/22 19:30,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181223,30,男,2018/12/22 19:30,1.37899E+11,摄像机5,西门进门
唯品会长春门店,134293,35,男,2018/12/22 19:29,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181222,31,男,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181222,31,男,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,146687,36,男,2018/12/22 19:29,1.37899E+11,摄像机6,西门进门
唯品会长春门店,146688,32,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181220,16,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181220,16,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181220,16,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181220,16,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181220,16,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,146688,32,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181220,16,女,2018/12/22 19:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181219,33,男,2018/12/22 19:29,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181218,28,女,2018/12/22 19:29,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181218,28,女,2018/12/22 19:29,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:29,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,180827,27,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,180827,27,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,180827,27,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,180827,27,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,180827,27,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,181213,20,女,2018/12/22 19:28,1.37899E+11,摄像机1,南门进门
唯品会长春门店,181211,26,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,181211,26,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,181211,26,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,180987,31,女,2018/12/22 19:28,1.37899E+11,摄像机7,西门进门
唯品会长春门店,180827,27,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,180827,27,女,2018/12/22 19:28,1.37899E+11,摄像机12,收银台
唯品会长春门店,181131,23,女,2018/12/22 19:28,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181131,23,女,2018/12/22 19:28,1.37899E+11,摄像机6,西门进门
唯品会长春门店,180731,25,女,2018/12/22 19:27,1.37899E+11,摄像机8,西门出门
唯品会长春门店,181210,32,男,2018/12/22 19:27,1.37899E+11,摄像机3,南门出门
唯品会长春门店,181111,56,男,2018/12/22 19:27,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181111,56,男,2018/12/22 19:27,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181209,31,男,2018/12/22 19:27,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181209,31,男,2018/12/22 19:27,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181209,31,男,2018/12/22 19:27,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181209,31,男,2018/12/22 19:27,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181204,32,男,2018/12/22 19:27,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181204,32,男,2018/12/22 19:27,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181204,32,男,2018/12/22 19:27,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181207,15,女,2018/12/22 19:27,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181207,15,女,2018/12/22 19:27,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181207,15,女,2018/12/22 19:27,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181206,25,女,2018/12/22 19:27,1.37899E+11,摄像机4,南门出门
唯品会长春门店,181204,32,男,2018/12/22 19:26,1.37899E+11,摄像机6,西门进门
唯品会长春门店,153828,53,女,2018/12/22 19:26,1.37899E+11,摄像机4,南门出门
唯品会长春门店,181204,32,男,2018/12/22 19:26,1.37899E+11,摄像机6,西门进门
唯品会长春门店,180827,27,女,2018/12/22 19:26,1.37899E+11,摄像机12,收银台
唯品会长春门店,180827,27,女,2018/12/22 19:26,1.37899E+11,摄像机12,收银台
唯品会长春门店,180827,27,女,2018/12/22 19:26,1.37899E+11,摄像机12,收银台
唯品会长春门店,132369,29,男,2018/12/22 19:26,1.37899E+11,摄像机14,收银台
唯品会长春门店,152062,20,男,2018/12/22 19:26,1.37899E+11,摄像机14,收银台
唯品会长春门店,181201,45,女,2018/12/22 19:26,1.37899E+11,摄像机3,南门出门
唯品会长春门店,181198,31,女,2018/12/22 19:26,1.37899E+11,摄像机1,南门进门
唯品会长春门店,181137,37,女,2018/12/22 19:26,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181157,27,女,2018/12/22 19:26,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,152062,20,男,2018/12/22 19:26,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181157,27,女,2018/12/22 19:26,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:26,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181157,27,女,2018/12/22 19:26,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181192,28,女,2018/12/22 19:25,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181192,28,女,2018/12/22 19:25,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181194,20,女,2018/12/22 19:25,1.37899E+11,摄像机8,西门出门
唯品会长春门店,181192,28,女,2018/12/22 19:25,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,132369,29,男,2018/12/22 19:25,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,132369,29,男,2018/12/22 19:25,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,132369,29,男,2018/12/22 19:25,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,134293,35,男,2018/12/22 19:25,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,180883,26,男,2018/12/22 19:24,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,168288,11,男,2018/12/22 19:24,1.37899E+11,摄像机8,西门出门
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181111,56,男,2018/12/22 19:24,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181111,56,男,2018/12/22 19:24,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181111,56,男,2018/12/22 19:24,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181111,56,男,2018/12/22 19:24,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:24,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181155,31,女,2018/12/22 19:24,1.37899E+11,摄像机4,南门出门
唯品会长春门店,153694,51,男,2018/12/22 19:24,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,153694,51,男,2018/12/22 19:24,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,143536,26,男,2018/12/22 19:24,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:24,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,168288,11,男,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,168288,11,男,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,168288,11,男,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181180,35,男,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181178,33,女,2018/12/22 19:24,1.37899E+11,摄像机5,西门进门
唯品会长春门店,169746,29,女,2018/12/22 19:23,1.37899E+11,摄像机4,南门出门
唯品会长春门店,181178,33,女,2018/12/22 19:23,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181178,33,女,2018/12/22 19:23,1.37899E+11,摄像机5,西门进门
唯品会长春门店,168288,11,男,2018/12/22 19:23,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181095,41,女,2018/12/22 19:23,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:23,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,160198,43,女,2018/12/22 19:23,1.37899E+11,摄像机5,西门进门
唯品会长春门店,160198,43,女,2018/12/22 19:23,1.37899E+11,摄像机5,西门进门
唯品会长春门店,172932,43,女,2018/12/22 19:23,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:23,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:23,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181095,41,女,2018/12/22 19:23,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181109,35,女,2018/12/22 19:23,1.37899E+11,摄像机8,西门出门
唯品会长春门店,181109,35,女,2018/12/22 19:23,1.37899E+11,摄像机8,西门出门
唯品会长春门店,171689,34,女,2018/12/22 19:23,1.37899E+11,摄像机8,西门出门
唯品会长春门店,171689,34,女,2018/12/22 19:23,1.37899E+11,摄像机8,西门出门
唯品会长春门店,171689,34,女,2018/12/22 19:23,1.37899E+11,摄像机8,西门出门
唯品会长春门店,181172,12,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181109,35,女,2018/12/22 19:22,1.37899E+11,摄像机8,西门出门
唯品会长春门店,181172,12,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181172,12,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181171,33,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181171,33,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181171,33,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181171,33,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181171,33,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181171,33,男,2018/12/22 19:22,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181171,33,男,2018/12/22 19:22,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181095,41,女,2018/12/22 19:22,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,153694,51,男,2018/12/22 19:22,1.37899E+11,摄像机7,西门进门
唯品会长春门店,153694,51,男,2018/12/22 19:22,1.37899E+11,摄像机7,西门进门
唯品会长春门店,153694,51,男,2018/12/22 19:22,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,180795,24,男,2018/12/22 19:22,1.37899E+11,摄像机3,南门出门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,144779,39,女,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,144779,39,女,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,144779,39,女,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,177770,32,女,2018/12/22 19:22,1.37899E+11,摄像机12,收银台
唯品会长春门店,144779,39,女,2018/12/22 19:22,1.37899E+11,摄像机5,西门进门
唯品会长春门店,177770,32,女,2018/12/22 19:22,1.37899E+11,摄像机12,收银台
唯品会长春门店,177770,32,女,2018/12/22 19:22,1.37899E+11,摄像机12,收银台
唯品会长春门店,144779,39,女,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,142205,25,女,2018/12/22 19:22,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,144779,39,女,2018/12/22 19:22,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181157,27,女,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181154,34,男,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181154,34,男,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181154,34,男,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181155,31,女,2018/12/22 19:21,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181154,34,男,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,144779,39,女,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,177770,32,女,2018/12/22 19:21,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,177770,32,女,2018/12/22 19:21,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,181149,15,男,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181149,15,男,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181148,25,女,2018/12/22 19:21,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181141,31,男,2018/12/22 19:21,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,177770,32,女,2018/12/22 19:21,1.37899E+11,摄像机12,收银台
唯品会长春门店,169746,29,女,2018/12/22 19:20,1.37899E+11,摄像机2,南门进门
唯品会长春门店,180795,24,男,2018/12/22 19:20,1.37899E+11,摄像机12,收银台
唯品会长春门店,172932,43,女,2018/12/22 19:20,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,172932,43,女,2018/12/22 19:20,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,172932,43,女,2018/12/22 19:20,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,172932,43,女,2018/12/22 19:20,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181144,47,男,2018/12/22 19:20,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181137,37,女,2018/12/22 19:20,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181139,34,男,2018/12/22 19:20,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181141,31,男,2018/12/22 19:20,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181139,34,男,2018/12/22 19:20,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181139,34,男,2018/12/22 19:20,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181139,34,男,2018/12/22 19:20,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181138,9,女,2018/12/22 19:20,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181138,9,女,2018/12/22 19:20,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181137,37,女,2018/12/22 19:20,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181138,9,女,2018/12/22 19:20,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181137,37,女,2018/12/22 19:20,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181133,25,女,2018/12/22 19:20,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181133,25,女,2018/12/22 19:20,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181131,23,女,2018/12/22 19:20,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181129,14,女,2018/12/22 19:19,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181128,36,男,2018/12/22 19:19,1.37899E+11,摄像机6,西门进门
唯品会长春门店,166487,27,女,2018/12/22 19:19,1.37899E+11,摄像机3,南门出门
唯品会长春门店,166487,27,女,2018/12/22 19:19,1.37899E+11,摄像机3,南门出门
唯品会长春门店,179988,22,男,2018/12/22 19:18,1.37899E+11,摄像机5,西门进门
唯品会长春门店,156252,41,女,2018/12/22 19:18,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,181124,29,女,2018/12/22 19:18,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:18,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181124,29,女,2018/12/22 19:18,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:18,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181122,31,女,2018/12/22 19:18,1.37899E+11,摄像机2,南门进门
唯品会长春门店,181034,34,男,2018/12/22 19:18,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181034,34,男,2018/12/22 19:18,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181034,34,男,2018/12/22 19:18,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181034,34,男,2018/12/22 19:18,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181121,25,女,2018/12/22 19:17,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181121,25,女,2018/12/22 19:17,1.37899E+11,摄像机5,西门进门
唯品会长春门店,164828,38,女,2018/12/22 19:17,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181063,29,男,2018/12/22 19:16,1.37899E+11,摄像机4,南门出门
唯品会长春门店,181063,29,男,2018/12/22 19:16,1.37899E+11,摄像机4,南门出门
唯品会长春门店,166487,27,女,2018/12/22 19:16,1.37899E+11,摄像机3,南门出门
唯品会长春门店,181050,30,男,2018/12/22 19:16,1.37899E+11,摄像机3,南门出门
唯品会长春门店,164948,20,女,2018/12/22 19:16,1.37899E+11,摄像机3,南门出门
唯品会长春门店,171689,34,女,2018/12/22 19:15,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181063,29,男,2018/12/22 19:15,1.37899E+11,摄像机5,西门进门
唯品会长春门店,181111,56,男,2018/12/22 19:15,1.37899E+11,摄像机7,西门进门
唯品会长春门店,151880,45,男,2018/12/22 19:15,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181109,35,女,2018/12/22 19:14,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181109,35,女,2018/12/22 19:14,1.37899E+11,摄像机7,西门进门
唯品会长春门店,181109,35,女,2018/12/22 19:14,1.37899E+11,摄像机6,西门进门
唯品会长春门店,181109,35,女,2018/12/22 19:14,1.37899E+11,摄像机6,西门进门
唯品会长春门店,179907,32,男,2018/12/22 19:14,1.37899E+11,摄像机12,收银台
唯品会长春门店,179907,32,男,2018/12/22 19:14,1.37899E+11,摄像机12,收银台
唯品会长春门店,179907,32,男,2018/12/22 19:14,1.37899E+11,摄像机12,收银台
唯品会长春门店,171689,34,女,2018/12/22 19:14,1.37899E+11,摄像机5,西门进门
唯品会长春门店,171689,34,女,2018/12/22 19:14,1.37899E+11,摄像机5,西门进门
唯品会长春门店,171689,34,女,2018/12/22 19:14,1.37899E+11,摄像机5,西门进门
唯品会长春门店,179925,24,女,2018/12/22 19:14,1.37899E+11,摄像机12,收银台
唯品会长春门店,179925,24,女,2018/12/22 19:14,1.37899E+11,摄像机12,收银台
唯品会长春门店,179925,24,女,2018/12/22 19:14,1.37899E+11,摄像机12,收银台
